id,playtime_forever
0,-0.1573837199566695
1,2.0460247229725925
2,-0.21402784145410747
3,-0.016672729903069568
4,10.978116358937244
5,0.6001403315895749
6,1.554835397477815
7,-0.21454251911219682
8,1.8842713638486162
9,0.6527279452351563
10,0.03412506835322569
11,0.24618685556676378
12,5.964420558343452
13,0.7036661917562486
14,7.4178758547621015
15,-0.10822403710424625
16,0.12147742647101817
17,0.5770349665993179
18,0.8039890352063296
19,0.7239963750099662
20,0.35071842600878506
21,2.2263885905463057
22,0.31491574706202113
23,0.9209572367786333
24,0.4447767986991069
25,0.5376494595590933
26,0.28665441257585045
27,0.653565261383773
28,1.4432124649877462
29,2.179080283390014
30,1.519965288108368
31,11.010213983076673
32,0.6627771262849843
33,0.6453687778760338
34,3.659971870161774
35,0.15902553559347749
36,1.3790152656031114
37,6.056957853592901
38,1.4480480297439975
39,-0.1717884893545482
40,1.4534985545319463
41,0.5681276553936997
42,6.634810256699632
43,0.6849834970902049
44,1.338012713897376
45,2.68387077555492
46,0.4253738216396568
47,0.34347172411792476
48,0.44546663711424145
49,9.697216690320445
50,0.11721717552268549
51,0.06410397925580276
52,-0.40157011738603404
53,-0.05886286142292826
54,0.8250826637995189
55,0.9931305767178511
56,0.6852753829322735
57,0.8913277870275943
58,0.3735154805425485
59,0.058568425550991225
60,1.6447550274655587
61,5.760922246704601
62,0.20042055785442248
63,13.838784942074785
64,0.44106949374360066
65,0.6390185344204685
66,0.5287188518525727
67,0.7598470738013029
68,4.55388445926013
69,0.7591948962222322
70,-0.18077361628563135
71,8.90307439111523
72,0.42577450956522195
73,13.472898133214226
74,1.1550829578491324
75,25.03855482559138
76,12.155489735944988
77,3.113798410807353
78,0.8276209611646368
79,1.0590168794543726
80,1.9475455062746219
81,1.061801809620096
82,0.43907580776083127
83,8.83346614213115
84,0.5384601195109902
85,0.25964616234970767
86,0.7600955291047518
87,2.3698315949256443
88,0.9106879003559151
89,4.75324453133204
